1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 
1.00000000, 1.19916100, 1.00673121, 1.08686694, 1.09653342, 1.09746507, 1.09753280, 1.09753670, 1.09753688, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753689, 1.09753693, 1.09753564, 1.09756888, 1.09687839, 1.10754626, 0.99132992, 1.19308999, 1.09753689, 
1.00000000, 1.00557559, 0.83042974, 0.90244251, 0.91126333, 0.91214697, 0.91221445, 0.91221855, 0.91221875, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221876, 0.91221880, 0.91221761, 0.91224750, 0.91164152, 0.92091486, 0.81632824, 1.00101276, 0.91221876, 
1.00000000, 1.08859485, 0.90505782, 0.98085371, 0.99010579, 0.99102374, 0.99109296, 0.99109711, 0.99109731, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109732, 0.99109736, 0.99109616, 0.99112668, 0.99050031, 1.00021126, 0.89035546, 1.08347997, 0.99109732, 
1.00000000, 1.09706593, 0.91274206, 0.98890948, 0.99821006, 0.99913243, 0.99920194, 0.99920610, 0.99920630, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920631, 0.99920635, 0.99920514, 0.99923578, 0.99860656, 1.00836915, 0.89797415, 1.09187951, 0.99920631, 
1.00000000, 1.09782035, 0.91344702, 0.98964261, 0.99894739, 0.99987017, 0.99993971, 0.99994387, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994408, 0.99994412, 0.99994292, 0.99997357, 0.99934407, 1.00911128, 0.89867371, 1.09262248, 0.99994408, 
1.00000000, 1.09787279, 0.91349799, 0.98969503, 0.99900007, 0.99992288, 0.99999242, 0.99999658, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999679, 0.99999683, 0.99999563, 1.00002628, 0.99939676, 1.00916428, 0.89872437, 1.09267369, 0.99999679, 
1.00000000, 1.09787573, 0.91350099, 0.98969807, 0.99900312, 0.99992594, 0.99999547, 0.99999963, 0.99999984, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999985, 0.99999989, 0.99999868, 1.00002933, 0.99939981, 1.00916734, 0.89872735, 1.09267654, 0.99999985, 
1.00000000, 1.09787587, 0.91350113, 0.98969821, 0.99900327, 0.99992608, 0.99999562, 0.99999978, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 0.99999999, 1.00000003, 0.99999883, 1.00002948, 0.99939996, 1.00916749, 0.89872750, 1.09267668, 0.99999999, 
1.00000000, 1.09787587, 0.91350114, 0.98969822, 0.99900327, 0.99992609, 0.99999563, 0.99999979, 0.99999999, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000000, 1.00000004, 0.99999883, 1.00002948, 0.99939997, 1.00916750, 0.89872750, 1.09267668, 1.00000000, 
